customer_id,age,gender,income,marital_status,education_level,account_balance,credit_score,credit_limit,payment_history,payment_method,data_usage,voice_usage,sms_usage,roaming_usage,contract_type,plan_type,service_quality,customer_service_calls,churn
customer_0030,56,male,26602,married,graduate,449,794,20490,on time,debit card,38,195,27,39,postpaid,basic,good,0,1
customer_0031,78,male,149596,single,high school,4777,607,29433,on time,debit card,13,192,58,78,prepaid,premium,fair,0,1
customer_0032,69,female,70973,married,college,1501,638,24619,on time,credit card,44,275,80,23,postpaid,premium,fair,2,0
customer_0033,27,female,71954,single,graduate,1570,636,14196,late,debit card,1,228,44,78,prepaid,basic,poor,6,1
customer_0034,35,female,56828,married,graduate,1258,316,15778,on time,credit card,27,245,78,14,postpaid,premium,good,1,1
customer_0035,40,male,147002,married,graduate,1387,621,25860,on time,cash,45,161,6,76,postpaid,basic,poor,4,0
customer_0036,65,male,147984,single,high school,3804,469,49083,on time,cash,36,338,44,90,prepaid,basic,good,0,0
customer_0037,20,male,48195,married,high school,3384,332,23375,on time,cash,8,361,55,37,postpaid,basic,fair,8,0
customer_0038,77,female,127190,married,high school,2977,529,18466,on time,cash,15,458,26,30,prepaid,premium,poor,6,1
customer_0039,72,female,124933,married,graduate,-213,821,47179,late,debit card,40,166,2,25,prepaid,premium,good,3,1
customer_0040,59,male,144562,single,college,-393,362,14973,on time,credit card,30,332,18,14,postpaid,premium,poor,8,1
customer_0041,77,female,81377,single,college,2074,552,7023,on time,debit card,16,113,56,2,prepaid,basic,fair,9,1
customer_0042,23,male,115025,single,college,4060,567,23584,on time,credit card,34,238,20,37,postpaid,premium,fair,4,0
customer_0043,78,male,46182,married,high school,1843,693,20877,on time,cash,15,282,44,23,postpaid,premium,fair,1,0
customer_0044,29,male,26530,single,graduate,4391,813,11028,on time,credit card,19,434,57,5,postpaid,premium,poor,7,0
customer_0045,66,female,25658,married,college,3922,339,31158,late,debit card,44,422,32,68,postpaid,premium,fair,9,1
customer_0046,76,male,114063,single,graduate,263,694,39533,late,credit card,49,98,3,40,prepaid,premium,poor,9,0
customer_0047,44,female,66971,single,high school,3056,762,24035,on time,cash,40,154,95,98,postpaid,basic,poor,5,1
customer_0048,78,female,102808,married,college,2995,383,35650,on time,debit card,8,389,85,4,postpaid,basic,poor,3,1
customer_0049,30,male,130532,single,high school,1478,498,25676,late,cash,15,228,10,29,postpaid,premium,fair,6,1
customer_0050,78,male,145452,married,high school,3936,369,12737,on time,credit card,10,15,83,95,postpaid,basic,poor,8,0
customer_0051,57,male,149282,single,graduate,4101,770,30660,on time,cash,39,147,47,26,prepaid,premium,poor,1,1
customer_0052,70,male,57171,married,high school,161,564,29839,on time,debit card,40,80,4,47,prepaid,premium,poor,8,0
customer_0053,70,female,141257,single,high school,1604,831,31662,on time,cash,18,81,43,73,postpaid,premium,fair,5,0
customer_0054,70,male,54755,single,graduate,4793,612,35232,on time,credit card,38,40,58,90,postpaid,premium,fair,7,0
customer_0055,69,male,76609,single,high school,3356,815,47749,late,debit card,7,258,97,46,postpaid,premium,poor,6,0
customer_0056,26,female,46799,married,college,-17,615,6751,on time,debit card,15,67,73,77,prepaid,basic,poor,9,1
customer_0057,36,male,137554,single,graduate,1659,580,49400,on time,debit card,32,238,3,12,postpaid,premium,poor,5,0
customer_0058,40,male,99557,married,high school,939,508,6074,on time,debit card,42,354,22,89,postpaid,basic,good,4,1
customer_0059,43,female,85999,single,college,2766,611,18882,on time,cash,17,116,25,91,postpaid,premium,poor,8,1
customer_0060,57,male,66624,single,college,2550,318,43517,late,debit card,19,108,56,35,postpaid,premium,poor,4,0
customer_0061,51,male,95006,single,graduate,1840,508,5168,on time,credit card,40,492,46,30,postpaid,basic,poor,7,0
customer_0062,77,female,51011,married,high school,839,594,29687,on time,cash,20,240,74,25,prepaid,basic,fair,0,1
customer_0063,73,female,124797,married,graduate,2545,705,32641,on time,cash,46,490,23,59,postpaid,premium,good,7,1
customer_0064,64,female,122313,married,high school,-75,705,11369,on time,debit card,24,453,52,93,prepaid,basic,poor,1,0
customer_0065,79,female,129715,married,high school,4873,431,7068,on time,debit card,3,32,8,74,postpaid,premium,poor,7,0
customer_0066,24,female,133997,married,high school,910,752,25501,on time,cash,28,304,52,76,prepaid,basic,poor,8,1
customer_0067,72,male,77744,single,college,1630,776,26063,on time,credit card,37,357,44,71,prepaid,premium,fair,4,0
customer_0068,65,male,141694,single,high school,777,328,34157,late,credit card,20,54,58,91,postpaid,basic,good,2,1
customer_0069,61,male,120760,married,high school,3566,593,47686,on time,debit card,30,408,29,43,prepaid,premium,fair,0,1
customer_0070,66,female,118044,single,graduate,4375,727,18083,on time,debit card,5,63,92,37,postpaid,basic,poor,3,0
customer_0071,79,male,112094,married,college,4138,439,43530,on time,debit card,13,95,78,67,prepaid,basic,poor,2,1
customer_0072,23,male,101075,married,graduate,2446,687,49051,on time,credit card,26,206,21,3,postpaid,basic,poor,7,0
customer_0073,60,female,60493,single,high school,830,364,40545,on time,debit card,45,12,96,49,prepaid,premium,poor,1,0
customer_0074,59,male,27696,married,high school,2908,431,33483,on time,credit card,14,224,30,7,prepaid,premium,fair,9,0
customer_0075,22,male,148916,single,college,3678,592,39869,on time,debit card,24,421,62,56,postpaid,basic,fair,2,1
customer_0076,63,female,80397,single,graduate,1775,802,20448,on time,debit card,21,264,58,43,prepaid,basic,fair,4,0
customer_0077,19,female,68996,married,college,4638,756,48795,late,debit card,20,398,76,75,postpaid,premium,fair,7,0
customer_0078,65,female,109194,married,college,2582,673,48300,on time,cash,30,7,3,60,prepaid,basic,good,5,0
customer_0079,73,male,118347,single,college,-424,416,17115,on time,credit card,14,9,23,41,postpaid,premium,poor,9,1
customer_0080,27,male,79594,married,college,4430,752,49166,on time,debit card,13,205,50,61,prepaid,premium,poor,1,1
customer_0081,26,female,141911,married,college,2064,740,27884,on time,cash,24,329,19,71,prepaid,basic,good,2,0
customer_0082,47,male,133565,single,graduate,2101,327,11798,on time,credit card,24,48,70,32,postpaid,premium,poor,3,1
customer_0083,18,male,52763,married,college,2823,772,14305,on time,cash,28,140,97,60,postpaid,basic,fair,6,1
customer_0084,61,female,128343,married,college,-135,459,46053,on time,cash,13,56,49,60,postpaid,premium,poor,7,0
customer_0085,19,male,93994,single,graduate,3447,702,10808,on time,credit card,17,101,6,58,prepaid,premium,fair,1,0
customer_0086,42,male,53585,married,college,3401,404,21969,late,cash,8,127,76,94,prepaid,premium,good,2,0
customer_0087,70,male,61848,single,graduate,768,406,37092,on time,debit card,43,473,3,90,postpaid,basic,good,7,1
customer_0088,19,female,108427,single,graduate,2190,512,21596,on time,debit card,18,90,72,51,prepaid,basic,poor,7,1
customer_0089,75,male,52773,single,college,-315,804,30597,on time,debit card,35,235,3,68,prepaid,basic,poor,2,1
customer_0090,55,female,51286,single,college,3980,312,44555,on time,cash,10,250,79,64,postpaid,premium,poor,8,0
customer_0091,36,female,36055,married,graduate,-76,492,12392,on time,cash,22,19,79,28,postpaid,premium,good,3,1
customer_0092,27,male,50397,married,high school,3047,644,15563,on time,credit card,35,173,97,76,prepaid,premium,poor,8,0
customer_0093,47,male,96300,single,college,1668,569,34847,on time,debit card,22,65,44,79,postpaid,premium,good,7,0
customer_0094,34,female,27947,married,high school,4837,546,46247,on time,credit card,41,425,52,99,prepaid,premium,good,5,1
customer_0095,28,male,71593,married,college,3998,416,14869,on time,credit card,35,184,9,48,prepaid,premium,poor,3,0
customer_0096,22,male,86361,single,college,4133,516,13223,on time,credit card,27,193,75,53,postpaid,premium,fair,0,0
customer_0097,60,female,28261,married,graduate,-462,373,33022,on time,debit card,25,299,32,5,postpaid,basic,good,7,0
customer_0098,32,male,101010,married,college,-253,696,37006,late,debit card,33,143,22,17,postpaid,basic,good,3,0
customer_0099,37,male,38967,married,college,1921,497,46263,on time,cash,0,279,74,69,prepaid,basic,good,3,1
customer_0100,72,male,120204,married,graduate,2597,577,11916,on time,debit card,18,293,58,69,postpaid,basic,fair,8,0
customer_0101,38,female,120884,married,graduate,4054,505,15436,on time,cash,2,124,9,48,postpaid,premium,fair,2,0
customer_0102,58,male,28908,single,college,3033,354,5367,late,credit card,6,206,24,46,postpaid,premium,poor,6,0
customer_0103,79,male,72587,married,high school,2252,664,36666,on time,debit card,43,136,13,39,prepaid,premium,poor,0,0
customer_0104,47,male,99584,single,graduate,3466,569,38427,late,credit card,29,190,40,15,prepaid,premium,fair,5,0
customer_0105,50,male,43267,married,college,4281,764,47142,on time,debit card,47,398,37,4,prepaid,premium,poor,5,0
customer_0106,52,female,37122,married,graduate,818,552,31666,on time,debit card,21,71,54,79,postpaid,premium,good,5,0
customer_0107,40,female,54980,single,high school,707,611,24648,on time,cash,5,38,37,49,postpaid,basic,good,7,0
customer_0108,47,female,100911,married,graduate,3204,742,9074,on time,debit card,46,297,49,80,prepaid,premium,good,6,0
customer_0109,79,female,47070,married,college,1906,334,21212,on time,debit card,36,310,3,48,prepaid,premium,good,7,0
customer_0110,21,female,22732,married,college,-81,589,7397,on time,debit card,46,195,14,40,prepaid,basic,good,6,0
customer_0111,58,male,133453,married,college,4527,394,15487,late,cash,40,134,60,86,prepaid,premium,poor,4,1
customer_0112,57,male,122380,single,college,1119,762,37117,on time,cash,47,382,56,92,prepaid,premium,fair,8,0
customer_0113,78,male,57599,single,graduate,3586,560,34772,on time,credit card,43,473,28,85,prepaid,basic,fair,1,0
customer_0114,23,female,38291,single,college,889,638,30552,on time,cash,8,18,17,36,prepaid,basic,poor,9,1
customer_0115,54,male,146454,married,high school,-335,686,10454,on time,credit card,23,245,95,68,postpaid,premium,good,3,1
customer_0116,33,male,134559,single,graduate,1792,590,30707,on time,cash,13,461,22,45,prepaid,premium,fair,0,0
customer_0117,66,male,99215,single,graduate,1971,795,34958,on time,cash,20,63,24,7,prepaid,basic,fair,2,0
customer_0118,50,male,73365,single,college,3656,443,29140,on time,cash,49,48,42,54,postpaid,basic,fair,5,0
customer_0119,43,male,122196,single,high school,2729,688,12114,on time,debit card,31,246,57,89,prepaid,basic,fair,5,1
customer_0120,45,male,104782,single,graduate,2565,822,42597,late,debit card,13,130,67,50,postpaid,premium,fair,3,1
customer_0121,48,male,90541,single,graduate,2410,432,8238,on time,debit card,5,26,9,97,postpaid,premium,fair,6,0
customer_0122,22,male,141873,married,graduate,1189,393,46146,on time,cash,23,373,82,28,prepaid,premium,fair,4,0
customer_0123,50,male,66780,married,college,3729,629,16594,on time,cash,48,138,83,45,prepaid,basic,fair,9,1
customer_0124,19,female,94793,married,high school,530,703,40102,on time,debit card,49,441,85,60,postpaid,premium,fair,4,0
customer_0125,43,male,102168,married,college,42,309,15687,late,credit card,44,128,47,84,postpaid,basic,good,3,0
customer_0126,73,female,134169,single,graduate,3077,716,34784,on time,cash,45,440,12,11,prepaid,basic,good,9,0
customer_0127,30,female,25164,married,graduate,1646,473,10788,on time,debit card,27,55,28,75,postpaid,premium,poor,7,1
customer_0128,46,male,117609,single,college,3929,345,38547,on time,debit card,20,214,66,77,prepaid,premium,good,0,0
customer_0129,61,female,76967,single,high school,1382,402,25054,on time,credit card,12,293,66,17,prepaid,basic,fair,6,0
customer_0130,38,male,134707,single,high school,652,751,32965,on time,cash,31,457,56,90,prepaid,premium,good,2,1
customer_0131,26,female,60461,single,graduate,849,387,19212,on time,credit card,4,62,38,68,postpaid,premium,poor,8,0
customer_0132,33,female,139296,married,graduate,3818,314,27090,on time,debit card,22,79,23,93,prepaid,basic,fair,7,0
customer_0133,30,male,70316,single,graduate,1832,410,23406,on time,cash,2,345,59,16,prepaid,premium,fair,3,1
customer_0134,54,male,114988,single,college,173,539,14461,on time,debit card,40,338,41,76,postpaid,basic,poor,9,0
customer_0135,77,female,110154,single,graduate,4890,472,41922,late,cash,28,335,41,19,postpaid,basic,fair,2,0
customer_0136,58,female,27639,married,graduate,815,799,39785,on time,cash,26,22,37,32,postpaid,premium,poor,0,1
customer_0137,49,male,37307,single,college,2378,605,44101,on time,credit card,23,128,18,10,prepaid,premium,fair,2,1
customer_0138,70,female,97804,married,college,212,618,46330,on time,cash,42,111,26,52,prepaid,premium,good,1,1
customer_0139,32,female,88817,single,graduate,3778,414,16840,on time,cash,20,39,2,80,postpaid,premium,fair,7,1
customer_0140,39,male,34086,single,graduate,336,712,7806,on time,cash,22,197,74,76,prepaid,premium,poor,6,1
customer_0141,37,male,72757,married,college,992,358,37618,on time,credit card,25,121,36,21,postpaid,basic,fair,5,1
customer_0142,54,female,70967,married,graduate,668,435,26196,late,cash,4,329,19,44,prepaid,basic,poor,5,0
customer_0143,63,male,86001,single,graduate,2902,742,31592,on time,cash,35,400,1,35,prepaid,premium,poor,2,1
customer_0144,25,female,63279,married,high school,1717,551,9400,on time,debit card,16,130,52,58,prepaid,premium,poor,8,1
customer_0145,79,female,60191,single,high school,3238,803,47960,on time,cash,12,244,59,89,postpaid,basic,good,2,1
customer_0146,20,female,75835,single,college,2125,562,25865,on time,credit card,8,142,13,12,postpaid,premium,fair,7,1
customer_0147,64,female,145909,married,graduate,1114,534,40940,on time,debit card,31,218,74,34,prepaid,basic,good,5,0
customer_0148,79,female,79122,married,high school,3133,773,20464,on time,cash,42,475,78,60,postpaid,basic,poor,2,1
customer_0149,65,male,112427,married,high school,4547,739,5837,late,credit card,38,234,80,87,postpaid,basic,poor,2,0
customer_0150,24,male,69604,married,graduate,192,718,24628,on time,debit card,34,207,19,0,postpaid,premium,fair,1,0
customer_0151,71,female,38575,single,college,4479,728,43622,on time,credit card,5,130,76,90,prepaid,basic,fair,0,0
customer_0152,44,male,78151,married,high school,33,690,9999,on time,credit card,16,245,75,53,prepaid,premium,poor,7,0
customer_0153,20,female,22270,single,college,4237,501,21656,on time,debit card,46,457,31,64,prepaid,basic,poor,8,0
customer_0154,20,male,86296,single,graduate,4353,697,31869,late,credit card,27,181,14,61,postpaid,basic,good,4,0
customer_0155,28,male,135759,married,college,1589,337,46332,late,cash,5,97,70,29,postpaid,premium,fair,4,0
customer_0156,40,male,115115,single,graduate,1290,549,8053,on time,cash,48,287,68,79,postpaid,basic,poor,7,1
customer_0157,67,female,114623,single,graduate,2135,562,13803,late,debit card,39,487,19,21,postpaid,premium,good,1,0
customer_0158,62,female,54414,single,high school,290,495,37797,on time,cash,16,252,18,76,prepaid,basic,good,7,1
customer_0159,68,male,37848,single,graduate,2951,701,24472,on time,cash,45,224,15,70,prepaid,basic,good,7,0
customer_0160,39,female,47704,married,high school,4767,689,46359,on time,debit card,42,122,85,28,postpaid,basic,fair,9,0
customer_0161,30,female,20588,married,high school,2971,381,21230,on time,credit card,36,3,88,63,postpaid,basic,good,9,1
customer_0162,70,male,61871,married,college,3920,307,21715,on time,credit card,4,367,85,55,postpaid,premium,poor,2,1
customer_0163,50,male,144093,married,college,1559,615,11025,late,credit card,20,431,26,43,prepaid,premium,poor,4,0
customer_0164,27,female,149583,married,graduate,800,812,11325,on time,cash,6,330,5,88,postpaid,basic,fair,9,0
customer_0165,62,female,139765,married,high school,2281,532,15739,on time,debit card,28,209,1,92,postpaid,basic,poor,0,1
customer_0166,20,female,119435,single,high school,2361,396,12986,late,cash,27,242,98,3,prepaid,premium,poor,8,1
customer_0167,76,male,94438,single,college,2553,834,43943,on time,credit card,19,304,35,14,postpaid,basic,good,5,0
customer_0168,44,female,139018,married,college,3859,654,45730,on time,cash,47,418,86,11,postpaid,basic,good,6,0
customer_0169,76,male,82810,single,high school,234,471,35238,on time,cash,31,9,47,99,prepaid,premium,good,5,0
customer_0170,73,female,77634,single,graduate,4715,401,47105,on time,debit card,22,217,14,23,prepaid,basic,good,0,0
customer_0171,63,male,127241,married,college,449,493,21147,on time,credit card,32,99,46,24,prepaid,basic,fair,6,1
customer_0172,38,male,32394,married,college,4881,382,32511,late,credit card,8,303,45,1,postpaid,premium,fair,3,0
customer_0173,59,male,90025,married,college,4749,528,18618,on time,credit card,31,113,19,0,postpaid,premium,good,8,0
customer_0174,67,male,73475,married,graduate,3649,374,11446,on time,debit card,34,135,60,90,postpaid,basic,fair,6,0
customer_0175,21,male,132354,single,graduate,2214,355,27551,on time,cash,15,119,42,37,prepaid,basic,poor,3,1
customer_0176,62,female,95414,married,high school,3994,652,44067,on time,credit card,46,187,4,14,postpaid,basic,good,6,0
customer_0177,33,female,124183,single,college,2350,624,39855,on time,cash,8,190,19,39,postpaid,basic,fair,5,1
customer_0178,23,female,143967,single,graduate,4694,419,34626,on time,debit card,12,476,26,44,postpaid,basic,good,3,0
customer_0179,55,male,96916,married,high school,2686,605,32738,on time,cash,8,497,11,48,postpaid,basic,good,6,1
customer_0180,78,male,99295,single,graduate,1699,759,40738,on time,cash,20,239,40,76,postpaid,basic,poor,5,1
customer_0181,72,male,92377,single,graduate,23,593,14046,on time,debit card,8,159,76,48,postpaid,premium,fair,1,1
customer_0182,69,female,66452,married,college,4452,415,11252,late,debit card,11,264,39,50,prepaid,basic,good,1,1
customer_0183,51,female,76834,married,high school,4207,374,6186,on time,credit card,39,266,40,58,postpaid,basic,good,6,0
customer_0184,49,male,144259,married,college,1697,629,34435,on time,debit card,27,26,18,99,postpaid,basic,good,7,0
customer_0185,23,female,133540,single,high school,3338,705,44217,on time,debit card,6,273,36,11,prepaid,premium,good,1,0
customer_0186,29,male,30028,single,college,2464,509,45497,on time,cash,20,364,57,65,postpaid,basic,poor,7,1
customer_0187,59,female,95675,married,graduate,-419,742,8144,on time,credit card,38,306,45,8,postpaid,basic,fair,9,0
customer_0188,76,male,94598,single,college,211,786,20933,late,credit card,41,54,20,40,prepaid,premium,poor,3,1
customer_0189,56,female,24128,married,college,376,349,17450,on time,credit card,38,72,10,33,postpaid,premium,good,4,0
customer_0190,27,male,93429,single,high school,2719,554,16347,on time,debit card,41,18,67,12,prepaid,basic,good,1,0
customer_0191,20,female,49656,single,high school,1293,400,19383,on time,debit card,49,295,43,43,prepaid,premium,poor,4,1
customer_0192,20,female,148626,single,graduate,2102,810,22929,on time,credit card,19,451,35,24,prepaid,basic,poor,4,0
customer_0193,18,female,56094,married,graduate,2784,315,12904,late,credit card,7,184,80,6,prepaid,premium,fair,1,0
customer_0194,72,female,97863,married,graduate,3836,480,48267,on time,cash,19,471,14,50,prepaid,basic,fair,0,0
customer_0195,75,female,51385,married,graduate,-273,458,33506,on time,credit card,1,328,18,3,postpaid,premium,poor,5,0
customer_0196,56,female,119785,married,high school,4149,551,21245,on time,debit card,12,320,98,23,prepaid,premium,good,4,0
customer_0197,44,female,87029,single,college,-369,780,21146,on time,cash,32,308,46,32,postpaid,premium,fair,0,0
customer_0198,63,male,95584,married,high school,122,677,28901,on time,debit card,0,273,23,80,postpaid,premium,poor,5,0
customer_0199,36,female,122583,single,college,2222,358,26864,late,debit card,35,127,73,26,prepaid,basic,poor,4,0
customer_0200,68,male,23221,married,graduate,4635,770,12052,on time,cash,27,80,62,7,prepaid,premium,good,9,1
customer_0201,20,male,72732,married,graduate,2862,762,10483,on time,cash,42,3,26,46,prepaid,basic,poor,8,1
customer_0202,40,female,146789,single,college,1500,370,6932,on time,credit card,2,88,56,44,prepaid,basic,poor,3,0
customer_0203,18,male,103159,single,high school,2680,667,24771,late,debit card,3,492,97,92,prepaid,premium,fair,2,1
customer_0204,60,male,106513,single,college,2636,402,20320,on time,credit card,41,186,14,80,postpaid,basic,good,3,0
customer_0205,74,female,128491,single,college,584,666,12784,on time,cash,29,22,37,52,postpaid,basic,fair,7,0
customer_0206,40,female,109666,single,college,4663,547,45395,on time,cash,38,408,52,4,postpaid,basic,fair,6,0
customer_0207,52,female,108701,married,graduate,939,585,11640,on time,credit card,17,292,61,66,postpaid,basic,good,3,0
customer_0208,52,male,108539,married,college,-224,578,45370,on time,credit card,33,291,59,34,prepaid,premium,fair,7,0
customer_0209,61,male,141217,single,graduate,626,519,40438,on time,debit card,22,435,6,28,postpaid,basic,fair,5,1
customer_0210,35,male,105924,single,college,-349,630,33021,on time,credit card,11,358,92,81,prepaid,basic,fair,4,0
customer_0211,69,female,83535,married,college,162,594,10210,on time,credit card,5,442,13,83,postpaid,basic,poor,1,0
customer_0212,68,male,96652,married,graduate,544,436,27470,on time,debit card,26,487,58,9,postpaid,premium,good,4,0
customer_0213,21,female,50161,married,high school,211,790,27232,on time,debit card,36,107,86,47,postpaid,basic,good,9,1
customer_0214,25,female,47040,single,college,-342,329,14349,on time,cash,5,176,43,86,postpaid,basic,poor,8,1
customer_0215,54,female,48908,married,college,4227,799,32267,on time,cash,11,179,9,4,prepaid,premium,good,1,0
customer_0216,65,male,116608,married,graduate,3295,564,18836,on time,debit card,45,396,96,59,prepaid,basic,fair,7,0
customer_0217,68,male,90101,single,college,2559,753,46845,on time,cash,5,192,82,99,postpaid,basic,good,6,0
customer_0218,56,female,46283,single,graduate,1431,315,18223,on time,cash,9,59,43,11,prepaid,premium,fair,9,0
customer_0219,69,female,98104,married,college,933,469,44944,on time,cash,17,419,74,99,prepaid,premium,poor,4,1
customer_0220,79,male,54018,married,college,-495,388,20728,on time,cash,36,480,92,53,prepaid,basic,poor,0,0
customer_0221,40,female,84443,married,graduate,34,702,13395,late,credit card,10,146,97,96,postpaid,basic,fair,9,0
customer_0222,69,female,100851,single,high school,1852,759,19492,on time,debit card,30,291,41,54,postpaid,premium,good,9,1
customer_0223,44,male,54397,married,graduate,-274,623,31066,on time,cash,29,492,32,2,postpaid,premium,good,7,1
customer_0224,22,female,142504,single,college,4469,481,17613,on time,cash,24,219,9,88,postpaid,premium,poor,7,1
customer_0225,78,female,148645,married,college,475,378,17449,on time,credit card,9,156,41,27,postpaid,basic,fair,0,1
customer_0226,66,female,147837,married,high school,3861,738,15993,on time,credit card,15,249,40,73,postpaid,premium,good,0,1
customer_0227,45,male,146014,single,high school,1676,557,40340,on time,debit card,16,192,60,26,postpaid,basic,fair,8,0
customer_0228,32,female,104797,married,college,1298,772,24089,on time,credit card,44,489,0,36,postpaid,basic,fair,9,1
customer_0229,66,male,78641,married,graduate,916,402,29172,on time,cash,36,393,72,80,prepaid,basic,good,6,0
customer_0230,79,female,124442,single,graduate,4839,765,6139,on time,debit card,2,22,81,53,postpaid,premium,poor,5,0
customer_0231,58,female,122995,single,high school,2326,403,43784,on time,debit card,22,116,81,23,postpaid,basic,fair,4,1
customer_0232,23,female,107352,married,high school,4213,749,35853,on time,cash,26,451,50,32,prepaid,premium,poor,0,0
customer_0233,66,female,35499,single,college,1390,470,25370,on time,cash,47,109,78,34,prepaid,premium,good,7,0
customer_0234,40,female,95709,married,graduate,1902,512,32012,on time,debit card,2,335,64,61,postpaid,basic,good,1,0
customer_0235,20,female,43499,single,high school,1796,752,31121,on time,cash,44,358,64,89,postpaid,premium,good,9,0
customer_0236,38,male,135896,single,graduate,2694,696,37022,on time,credit card,31,317,4,45,postpaid,premium,poor,7,0
customer_0237,24,female,122122,single,college,1346,767,41732,on time,credit card,34,284,25,41,postpaid,basic,poor,2,0
customer_0238,72,female,76432,married,high school,-283,485,42468,on time,credit card,23,115,93,75,postpaid,basic,poor,0,0
customer_0239,37,female,138835,single,graduate,1941,591,15514,on time,debit card,39,261,25,10,prepaid,premium,good,5,0
customer_0240,49,male,127797,single,graduate,1590,576,35413,on time,credit card,0,493,81,88,prepaid,premium,good,1,0
customer_0241,21,male,21415,married,college,1414,378,45340,on time,cash,16,152,91,28,postpaid,premium,good,3,1
customer_0242,43,female,96044,single,college,3420,301,25206,on time,credit card,39,168,25,17,postpaid,basic,poor,2,0
customer_0243,79,female,137350,single,high school,4814,761,20063,late,cash,22,34,1,80,prepaid,basic,poor,3,1
customer_0244,43,male,95473,married,graduate,481,432,13143,on time,credit card,20,249,57,20,prepaid,basic,poor,2,0
customer_0245,67,female,36354,single,college,-447,509,47631,late,credit card,14,110,45,40,postpaid,premium,fair,9,0
customer_0246,65,male,60950,single,high school,4178,419,16579,late,cash,10,392,94,41,prepaid,premium,fair,6,0
customer_0247,43,female,76148,single,college,890,447,29736,on time,credit card,9,415,13,65,postpaid,premium,good,0,0
customer_0248,73,male,29861,married,graduate,4067,709,16236,on time,debit card,33,306,47,50,prepaid,basic,poor,1,1
customer_0249,22,female,125243,single,college,4537,510,20184,late,debit card,11,254,44,95,postpaid,premium,good,9,0
customer_0250,45,female,98225,married,high school,67,717,17275,on time,debit card,41,227,31,80,postpaid,basic,good,2,0
