age,gender,income,education,subscription_length,number_of_complaints,number_of_referrals,number_of_payments,payment_method,email_open_rate,email_click_rate,social_media_followers,social_media_engagement_rate,website_visits,app_usage,time_spent_reading,article_category_1,article_category_2,article_category_3,article_category_4,article_category_5,article_category_6,article_category_7,article_category_8,article_category_9,article_category_10,article_category_11,article_category_12,article_category_13,churn
49,female,24380,high school,21,2,10,10,credit card,0.8739097706345108,0.08179358056301977,9879,0.6524468909388121,92,27,6,0.8362100695985197,0.42894523878260016,0.67074673193791,0.7652822323568571,0.2786623655513514,0.2289453660865558,0.5935428084603012,0.8429160950808251,0.2263666604850455,0.97957454745821,0.8725506829237679,0.09034095264807152,0.61641904442592,1
65,male,99418,college,24,1,1,11,online payment,0.3451701165105471,0.10247584112743202,4849,0.8439796133211539,77,93,471,0.48887642554714184,0.4941652040848037,0.7280141701362229,0.60932648615233,0.7536664968715517,0.12854346723990584,0.5020077511509923,0.9773824921496322,0.5861610671030324,0.9039855200453015,0.38095300087437745,0.4149855304658021,0.06591047694465857,1
43,female,13189,college,14,9,0,12,debit card,0.29178851267348305,0.4763510732364499,2281,0.5498135895391841,68,3,491,0.4583728617070566,0.2661168077486885,0.7239985419188183,0.8791271412880508,0.34288803767742515,0.6458295395043295,0.2956433194965996,0.21641055798747255,0.5854759227192495,0.159652372282311,0.0942480643460939,0.43698212945574855,0.8337516237983361,1
47,male,15193,high school,5,7,0,3,credit card,0.9989332069882972,0.2741384994023093,3450,0.7076198899301285,3,31,20,0.32283010582285954,0.5728749512720538,0.07771382040431973,0.9253001698966058,0.36985619700936534,0.5266660648017331,0.6623819472438592,0.6827308594655452,0.7189271716896638,0.7188567350044288,0.5957123230758388,0.4431256233537523,0.6977638004919248,0
28,female,28143,college,20,2,4,11,debit card,0.5170740983389899,0.7993577576495411,8053,0.3187955773729072,34,8,41,0.13826455333217702,0.7965771682054084,0.09049254716148802,0.18726684780759195,0.33947244399250676,0.5385725392779261,0.895267013669007,0.3826630680970954,0.29116235553740766,0.6118765747883889,0.4556920333685458,0.34207965638269655,0.2859519128491387,1
33,male,18074,high school,1,6,8,3,debit card,0.20670268177840578,0.7981623412450063,8419,0.7282159022880714,27,73,142,0.6204919245799646,0.4664246468068851,0.20342912195403484,0.6847358271348566,0.6363794345126084,0.9471779650184952,0.8739111218342083,0.7170172419742751,0.4412074940021101,0.29918948916410304,0.13632734292471993,0.8656837553033117,0.6236815996910099,1
22,male,19172,college,3,3,6,7,debit card,0.5260592910707451,0.05748413478141434,8450,0.322734534441544,3,87,454,0.8935618841583525,0.5986574259298939,0.8171796085722867,0.3024388894643252,0.775818989546766,0.9763740397343299,0.3345660309833459,0.2662399740894109,0.14100139387629818,0.8366175298348563,0.5829384646211243,0.45815805643407526,0.6618208618290875,1
35,male,89354,high school,11,6,8,7,online payment,0.3381366992753859,0.3273005646420488,8242,0.7772684170690095,44,74,368,0.9097524151322891,0.9549941818632193,0.43346287491512203,0.6097258663644854,0.5449702651826687,0.2422435730991256,0.898305930674667,0.6158745802272625,0.8895948314452307,0.08907965173695509,0.4956788167136308,0.8122648133938662,0.6029511752226867,1
33,female,42012,college,10,4,3,3,online payment,0.030505464707551,0.8772564723773885,8740,0.1579335055808283,18,1,153,0.5960428365636129,0.3940661457011554,0.1601155624212598,0.7940152158169778,0.5776767481242011,0.033554680786971325,0.21303382369443713,0.8407108752869402,0.4912604801871797,0.6171527615845418,0.7616279079145052,0.5331951116557657,0.7979337478584598,1
20,male,77785,graduate school,5,3,6,5,credit card,0.19113634755070796,0.8023312118212068,8438,0.2594139698758785,85,33,185,0.8919708956602339,0.4832307273299373,0.6654509552445981,0.314716727267776,0.6648975715212352,0.2295027493400439,0.307478211834616,0.20967996546985135,0.25130468190785793,0.48617596781679395,0.26934534897141194,0.49797575291206764,0.5984272306728842,0
26,female,94297,high school,23,4,5,12,credit card,0.707326868295039,0.45028401822039843,8450,0.6253270290210617,12,2,167,0.5268067318261889,0.9954866195565711,0.8245202723592205,0.12577450163209214,0.5602656248577897,0.1484698651606403,0.5777824306248129,0.8393935633438341,0.25006126164222064,0.1732171664058132,0.27265381084090157,0.2759708267753014,0.8476285465449059,1
19,female,59647,graduate school,20,8,10,8,online payment,0.5551536114168542,0.695574671750237,9790,0.7979808256566568,54,60,340,0.5766947511507459,0.5754787179374313,0.7927993931757252,0.05305447204954383,0.5764962420949407,0.0783743691183093,0.00531583873292818,0.2730903632586984,0.4487014177459122,0.8991059061994541,0.5167931341609168,0.04486477448338755,0.7064174402822552,1
65,female,85396,high school,19,7,5,3,online payment,0.4134197709469476,0.48713020477175495,5766,0.24171623949045196,95,63,120,0.5874067943746423,0.427112152663391,0.9217989977542141,0.6877949521796732,0.3752361112417709,0.8225992498094369,0.12181278623924763,0.5180126460815524,0.14883277474004786,0.8596762773953149,0.7154911733057664,0.3685638377714838,0.8934622848515212,1
44,female,88957,high school,7,2,10,3,online payment,0.011500751088942995,0.9974701955170114,8353,0.8152600275320837,5,0,395,0.16394574047026544,0.6484738241596865,0.3792332046706004,0.9834339759497615,0.4739031305636918,0.45007852700670403,0.08510372706781544,0.9388787171785056,0.963147649466286,0.5411808976000672,0.5380561876311665,0.7893549105800827,0.360882069339613,0
28,male,78607,high school,12,5,1,11,online payment,0.5137817463118273,0.7144628357149359,1157,0.23228828104715038,78,7,258,0.19987283377459364,0.6745827442899079,0.7079955168628146,0.09488199563748367,0.5498498962547556,0.8443653241439815,0.09683162147636704,0.26437016777096334,0.22313408430337334,0.06027491943061969,0.8192134720396598,0.679200096131106,0.6449067336711507,0
48,female,62899,high school,22,3,9,10,debit card,0.32536478476161457,0.14414709918542568,3966,0.2120450149186418,65,30,290,0.009861850880273804,0.9371152324219837,0.8455342968799889,0.3017134557207113,0.8638593105798806,0.16481985191429072,0.7342972296250758,0.2676811809012526,0.07505513436904088,0.24798197848182313,0.9176279362368234,0.6198911687614108,0.19222192348040856,0
41,male,91222,high school,8,9,6,1,online payment,0.7250596917751544,0.7019051230939969,356,0.15795721914637473,40,34,175,0.23903773362743275,0.8628087824517585,0.5725210327702892,0.2644581467096404,0.9032920944056417,0.7856933997366377,0.35185452103382076,0.44026213321605157,0.3205858591514815,0.30025343784375447,0.22590114473408374,0.6725196027347029,0.10203395029578088,0
68,male,97165,college,12,2,6,10,credit card,0.11134601526051813,0.37187337793119635,9093,0.3626605207133101,39,23,415,0.6159433395526108,0.09250707247606116,0.7421254312080336,0.3319768273505209,0.7978732661351969,0.7060628266124869,0.9978042481485836,0.8370021302648311,0.8421156504812535,0.17618332754235622,0.6804526988320979,0.430802832104184,0.41998510097415975,1
19,female,90814,high school,3,3,7,8,debit card,0.16844193866319257,0.833519854051017,1409,0.5874716880706389,97,34,79,0.3719458201212579,0.5816978296815078,0.3710700777057656,0.7368715921657008,0.5130492284327156,0.012752265556991493,0.1985395563558826,0.1848774811515591,0.8434642919531298,0.9155492355776631,0.32148413004253984,0.10141611773948944,0.02000414972265563,0
30,male,73770,college,20,1,1,8,credit card,0.5365024287558637,0.48489239637168347,9686,0.18569544747471234,8,18,594,0.9240836188618015,0.2677463463572599,0.15228126785753993,0.27860336789326434,0.5850525081749722,0.4378498157602446,0.7294935291234299,0.5155376688622785,0.40103241694190306,0.37001148558355157,0.6061128551279304,0.2414487345416595,0.06972256717614866,0
79,male,14054,high school,16,5,8,4,debit card,0.9207155094041801,0.988532297268393,7738,0.10599636971124071,25,36,382,0.41851917747526346,0.2698968037852226,0.9960612274281097,0.03169028527376938,0.9044810330299808,0.2756132731060572,0.9658836841316727,0.30789264243974634,0.8948802993463637,0.3566916432218916,0.9228109508598351,0.8394805979206815,0.7755818670292908,1
70,female,78092,graduate school,6,9,4,3,credit card,0.7384920314659804,0.5513145570574144,982,0.0837665428079778,45,28,505,0.5651899371308989,0.9679226585263687,0.9986972629551796,0.06617970437008713,0.6525687580872931,0.6663964949778195,0.8377945841742307,0.31719223222713433,0.1950863616132622,0.822315031632392,0.06338184191544405,0.49109870810642153,0.8652345446184986,1
70,male,84640,high school,14,10,1,2,debit card,0.3346803968018256,0.8470771971321831,5376,0.5210701527762628,41,29,96,0.606313035647065,0.4338395041937171,0.3702553976149373,0.7404854094480084,0.9282273211676851,0.6057282363867772,0.17107077978296936,0.18681324961473833,0.3685000836787682,0.8544212765967917,0.5219046042605783,0.2084642166353463,0.2604908841879191,1
66,female,81794,graduate school,18,9,1,12,credit card,0.6162627059657492,0.9769479015925346,1821,0.5990869790348512,0,28,362,0.7428674236865827,0.06403084992440589,0.18493684337195126,0.719397176759419,0.6169585800731094,0.9230264517406854,0.6852660870140184,0.5496686224379802,0.5299558543824956,0.9124276079848745,0.350220399246448,0.342630029680388,0.9616530356086564,1
56,male,15108,high school,24,3,6,12,online payment,0.22012389491453166,0.5503083317166788,5140,0.9120115164261744,46,22,490,0.7142592351074848,0.9555476299433532,0.18969234243660948,0.7134224220811357,0.9749353132476335,0.19299269281303222,0.9012606152296432,0.5290272462477249,0.3402945733107129,0.4035249775483619,0.10328239610930812,0.6764893956759493,0.06945596688782818,1
62,male,65222,high school,10,9,9,8,debit card,0.6189962069593,0.6722402848807914,8621,0.021604911704155128,73,24,516,0.4280292887222572,0.34977057933434563,0.7169003753662848,0.6961290712912364,0.2063361923063397,0.31405970364621705,0.2742811787535857,0.771696351251102,0.36823415662531767,0.5841721885174671,0.7119176006194147,0.10133155933063487,0.13882997323421864,1
66,male,10676,graduate school,18,3,3,4,online payment,0.08774390572759372,0.41044687895399135,2499,0.9778568146154765,30,44,217,0.7880685356365288,0.07916970913312715,0.7906165771319371,0.34980382467957827,0.9340493119272145,0.9235618523474467,0.9535440514551955,0.9968080216740782,0.6861890544307252,0.11312392148100203,0.5541447471867965,0.8002636119645343,0.6609974687377345,0
65,male,17065,graduate school,20,3,6,5,debit card,0.4360520910833633,0.9280382477651151,2137,0.009389043843861633,4,54,75,0.4840335031373856,0.8905821677069962,0.8676368026225769,0.21675443375880588,0.1359198569536657,0.9060481903706112,0.740725374251906,0.29543380923533147,0.6876481597099078,0.09402311824080956,0.9069243527147108,0.23370348128871477,0.7338541951065153,1
54,female,99088,high school,12,5,10,6,credit card,0.9050185567366219,0.07799914250023166,5915,0.2538164092995443,51,20,123,0.4338050556328944,0.3625852770981006,0.544739005019256,0.6732923878058276,0.2032378551640499,0.05049438137197737,0.25886274557834565,0.29129752361310357,0.05748181942412456,0.7270438677200447,0.30088480243460136,0.5217440147298176,0.5752141445179174,1
48,male,83540,high school,8,5,9,1,credit card,0.6467389838303195,0.48189553256362694,5377,0.3960302327658942,21,30,119,0.6616037888547103,0.3477567654806717,0.9426956185870086,0.6461332446981751,0.26977462874966307,0.17679759983264343,0.6449771780747332,0.3289208223845195,0.7338107509759113,0.2819853134351943,0.40412032615254245,0.8028794934547966,0.9827210200821422,0
46,male,22988,graduate school,16,0,3,6,credit card,0.29011820354774465,0.25148577714862985,536,0.9326412711232345,85,45,416,0.6416728250048026,0.7308126420729768,0.24742471041690395,0.25714021667347897,0.8659543627624532,0.26475235135379305,0.5615957723738523,0.24760639817671404,0.4375732640896274,0.055424664469528206,0.5088011528170452,0.6353485671003911,0.34744589493626077,1
53,male,19667,college,7,9,4,2,online payment,0.6343659521970773,0.48513657804436994,575,0.5663455647576282,45,48,246,0.993912332734927,0.35595679233869837,0.7506713850227587,0.6804767457809376,0.2314031257036716,0.8922471766717531,0.42510202571434363,0.3745119245628493,0.7132537660716874,0.35994071618805046,0.69438262763418,0.3934845538760632,0.6818900942482706,0
56,male,55495,high school,4,8,7,3,online payment,0.8980645893660505,0.14880184271494146,6975,0.4081320588198305,90,22,16,0.2429481251600717,0.9240431104475967,0.7020973134201108,0.29354638345107165,0.01646123735080307,0.5026980685013628,0.3578501635977457,0.09012432355490352,0.870647017190216,0.5468088813939226,0.15214658701282135,0.3639515666603531,0.8241708685725315,0
40,male,37709,graduate school,17,9,4,6,online payment,0.31149949638773466,0.20649914689299187,7107,0.6273754919182591,71,30,316,0.7725815782373285,0.9474354093456695,0.17313347295762938,0.169427121250601,0.09874326571177727,0.3728076905083181,0.33952420802171757,0.8186031619430508,0.48113735633396315,0.4753950585956427,0.6068044249498555,0.9731424261642734,0.35311894707719105,1
78,male,80611,high school,4,6,10,9,credit card,0.6177552256011832,0.5454139532162607,4738,0.6697665518856772,38,60,389,0.5888474356385545,0.7623358270898682,0.9905380736645524,0.5566025772789132,0.4530307735692849,0.867670996821263,0.9635713108516081,0.32044395887956667,0.7688700816934773,0.7636547638630398,0.41624577585450817,0.9385600089791195,0.03518260050199318,1
34,female,56746,high school,11,10,4,6,online payment,0.2702412243220087,0.519250240877136,3704,0.5254865319608414,79,67,214,0.5453453472049647,0.8550284563552063,0.2955913358643275,0.33443217418897,0.025255625004703686,0.7467441617496485,0.7121129906132634,0.2064749632616668,0.497195375418395,0.15759018832614557,0.47053770335390943,0.35943989445422186,0.21349038098799444,0
26,female,31892,high school,9,3,4,9,debit card,0.8521046569562226,0.39353943596201924,8875,0.29204978862946795,73,7,136,0.10171106120736206,0.24317591641711134,0.6116625303142623,0.9989126756756134,0.41390687912651625,0.8352665244867149,0.8039408158113386,0.6834268636643438,0.32237380109224734,0.012849009943908585,0.36405304486189827,0.2075621494591291,0.1504955732050689,0
72,female,17969,graduate school,23,0,0,9,online payment,0.10689652196116717,0.41393310467142974,825,0.4335289779120556,91,97,549,0.21315345729617263,0.8783748053107675,0.8522756909067155,0.3890558851303617,0.9069431570991754,0.5069985515610198,0.4719361132179114,0.3678665442598221,0.08066330995860438,0.44193010548049205,0.7883928649765419,0.7355998990452194,0.5687632941025571,1
20,female,63601,high school,21,6,4,3,online payment,0.266123120836145,0.5773357006014398,3965,0.4298938202897341,68,39,339,0.11198468880239709,0.8011646702331312,0.848772111331057,0.652276283939983,0.41443022076452407,0.22529328185062503,0.4082784938412173,0.1325342417638875,0.21437479487346411,0.5514212665106323,0.9652677452605414,0.11291472791142354,0.7313891969309,0
23,male,98285,graduate school,7,5,6,2,online payment,0.8913047972524685,0.43309222131197633,6132,0.08505638387502279,76,0,493,0.9741426789977099,0.8390605949255242,0.36595693727323664,0.7886793442248556,0.7807017739778911,0.07623438389312964,0.245136528148864,0.33493242487108565,0.5951582428601822,0.8200416164296019,0.5755565035599903,0.43429023989927806,0.8474239812992147,1
32,male,63650,graduate school,15,7,8,9,online payment,0.12673338221870634,0.13159903971462772,1065,0.4788451725413153,58,100,215,0.7791321340964937,0.9278612930722117,0.6890853669159785,0.9458295380297637,0.27318431864363,0.7930787108128805,0.6979352284541154,0.4617802071578384,0.5330666893280968,0.2099469139855007,0.26116407857577917,0.7126728851763604,0.7938141222828775,0
51,female,71447,graduate school,17,4,1,5,online payment,0.984767775653276,0.38830317593461616,6105,0.9835487671626846,9,48,119,0.5541979663900731,0.6089699705342031,0.11843336493134027,0.3699845230551386,0.2874567347847823,0.6119612037979095,0.8131057008687818,0.4035040626825078,0.9586774768191038,0.8601910956024639,0.8172457413976554,0.5877167691805079,0.13489578478269426,1
59,female,61840,college,6,0,5,7,credit card,0.842459253181291,0.6644770226741513,3017,0.18754357063167149,33,60,81,0.3995117958607166,0.4259701857115543,0.1173526882383834,0.22284069495396208,0.2552806099135638,0.2486241214321534,0.4157593431421499,0.823119130111006,0.9824346330394048,0.6837793361056209,0.2278596165554917,0.7934001615768975,0.5919827774154164,1
33,male,89188,high school,20,10,6,2,credit card,0.17238335547617023,0.5455310762312713,3551,0.8345438790054458,57,0,521,0.7686999555010705,0.09522337542941284,0.054003756121083435,0.5468146097892629,0.16596391709009917,0.3178216926695939,0.10523240004309453,0.40865041109616873,0.7692284756961935,0.17898717156943578,0.18674173933272809,0.5071360716745664,0.458102611942935,1
55,female,38282,graduate school,23,6,9,7,credit card,0.7870566119079816,0.5455812710272272,1767,0.45585302214630263,10,37,20,0.4113825401908847,0.022438262432943445,0.7427095684126549,0.5252353299360742,0.6243125003327883,0.4284526009288143,0.4262066953617314,0.9910270835838242,0.3796157563628545,0.8037596550096038,0.8418404467975432,0.21357732737854074,0.28964053476928453,1
70,male,74036,college,21,2,3,3,credit card,0.5294172554394108,0.7619523227955046,9507,0.07989467800939531,18,44,51,0.5689157146081232,0.6231332257031669,0.9344233582075778,0.9404112783298302,0.4132854709320237,0.6969456687847093,0.6576686604046345,0.8649630784864755,0.32363159141691566,0.8093929868998259,0.3242917077070395,0.7952176017869605,0.3971130688433372,1
42,female,88202,college,13,6,0,8,debit card,0.04223470980119359,0.14503486397659549,1985,0.8209102692498711,40,23,444,0.061955228600182766,0.6189273093073853,0.534543974072239,0.8655870428316695,0.7284426686063891,0.9822400926033086,0.6294619688862544,0.6705188442699835,0.4611789611591999,0.29567077974520006,0.48880336958469506,0.1493150650359366,0.18122688858380231,0
79,female,46047,graduate school,9,0,1,12,online payment,0.5338118204532741,0.25167953331800497,5132,0.0683679576713484,48,76,343,0.07705582756624396,0.6903883098401187,0.508324127788832,0.7426780976403242,0.405988004584094,0.30872905700728814,0.03970967183376728,0.8085787405846805,0.4515470636237301,0.6921012120496506,0.6827255859826513,0.9852210651900803,0.3057467881338338,1
54,male,60865,graduate school,24,4,0,8,online payment,0.7965148587216245,0.03698622026710119,9304,0.9856612734718116,20,66,245,0.4847827048387445,0.34408793163995444,0.918353071643879,0.928453616620235,0.93519012967703,0.34731108603929983,0.11064365957681332,0.9187301664120976,0.04124647950610216,0.42820884438147966,0.1705533552845203,0.20497565727476774,0.5219228553001463,1
40,male,77747,college,3,8,6,8,credit card,0.4527308276651484,0.8089624760450864,3916,0.45848744551799747,58,43,106,0.9538614161710816,0.09644291165577856,0.8684718828402236,0.7677954074669038,0.9217105596014399,0.788885576028467,0.7957837756023303,0.7035515324120322,0.041698995370701986,0.037642816482084784,0.9929434145616997,0.20739542677490708,0.2132080604823845,1
41,female,66004,high school,11,10,6,6,credit card,0.005521561110188311,0.9140806384632384,9291,0.3772517620691451,41,85,580,0.5748662394578397,0.8004672293076962,0.7459080788275603,0.8159816207829936,0.40826252851535794,0.568001844558231,0.019576497523356662,0.05590369396150263,0.9584621634220903,0.9536320837858074,0.7146744863208898,0.12970791926568503,0.9978583919499389,0
35,female,96969,college,1,5,0,6,debit card,0.07695239872132587,0.4799892946197106,4360,0.3583938398756086,39,91,578,0.5880576273597673,0.6102876689519074,0.6314326268477088,0.47261307670878006,0.497449439759998,0.40348291042989937,0.25101478860343607,0.1445588037375687,0.32224790587644203,0.8753484136837114,0.6959221886398981,0.7817627862254872,0.6231391205688177,0
49,male,50948,graduate school,6,6,7,12,credit card,0.941686827711418,0.6074565073832315,5619,0.3536974170298651,86,13,485,0.5532433229363409,0.8526589922830705,0.026544990463575946,0.31759000844950835,0.6688593025770184,0.0782754165498376,0.8244539114464337,0.14871473931624957,0.9918127779005138,0.048521456618672576,0.8735164244531427,0.29145442952172484,0.03041526411245976,0
80,male,82460,high school,22,1,10,5,debit card,0.6851950654370078,0.1274467716992045,8761,0.6918478786606922,32,89,127,0.3792762223341082,0.08997710887194099,0.15437944113338298,0.35655362178804084,0.004628817640733751,0.6823822448805072,0.3102442275602839,0.6869621120526969,0.4884995218199655,0.4243384246764108,0.3791595457013398,0.04508603062891747,0.8916818745901933,1
43,female,39908,college,7,7,0,2,debit card,0.48605033706821865,0.12123627590464381,1772,0.4594825364257865,49,40,573,0.08566600578690975,0.383115188913288,0.10664903133170689,0.2643353894914431,0.3594158877155621,0.012546261824891602,0.8717535159541341,0.65867697826348,0.037299002035376505,0.5103929721008892,0.02810339817909846,0.1977097521885739,0.580047797485793,0
63,male,65424,college,20,2,8,5,online payment,0.8179415062693878,0.8892314596568691,9132,0.2681705984398578,71,94,290,0.9502770468466051,0.2778375771899374,0.7103379471856256,0.6736489279566382,0.36553834714358213,0.2575259268576884,0.43058976888607836,0.40146495813035865,0.11412366840871124,0.351836357873865,0.21339370266347124,0.29935641815001135,0.474940935224635,0
