customer_id,signup_date,last_login_date,customer_age,gender,location,subscription_type,subscription_end_date,number_of_logins,number_of_purchases,average_purchase_amount,total_amount_spent,customer_satisfaction_score,customer_service_calls,app_usage_duration,days_since_last_purchase,days_until_subscription_renewal,has_watched_prime_video,has_watched_prime_music,churn
cust_28,2022-11-10,2023-11-23,30,Male,Urban,Annual,2022-11-25,51,27,4.604039615564181,1057.7965216463158,3,0,0,264,227,False,False,True
cust_29,2022-01-22,2023-02-21,39,Female,Urban,Monthly,2022-01-16,84,1,37.01770891641246,2310.4179501528797,8,9,14,150,301,False,False,True
cust_30,2022-09-10,2022-11-04,73,Female,Urban,Monthly,2023-05-02,21,27,51.82863702935722,7460.480868905555,1,2,14,199,81,True,False,False
cust_31,2023-07-15,2023-10-11,48,Male,Suburban,Annual,2022-06-23,49,30,1.1686603536618545,1828.3222832374001,9,8,17,328,143,True,True,True
cust_32,2023-04-20,2023-11-25,39,Male,Rural,Monthly,2023-11-30,65,42,57.42900322038188,1390.3784824340016,1,7,14,267,57,True,True,False
cust_33,2022-02-28,2023-01-02,54,Male,Rural,Annual,2022-10-01,5,20,89.30421545591729,2873.431913207635,8,1,2,216,141,True,False,True
cust_34,2023-05-26,2022-01-01,64,Male,Urban,Monthly,2023-06-08,63,6,21.784052242002627,3710.4911676125307,6,3,4,337,340,False,False,False
cust_35,2023-11-13,2022-02-13,44,Female,Rural,Monthly,2022-08-07,20,49,92.67691611483988,3285.486844482154,4,7,4,209,24,True,True,True
cust_36,2023-04-21,2022-04-08,67,Male,Suburban,Annual,2023-05-28,96,30,9.760851882358601,3746.053848644048,4,8,15,362,101,False,True,False
cust_37,2023-12-01,2022-09-22,69,Male,Urban,Annual,2023-02-03,18,13,82.54363502228216,1399.1234289760835,8,6,22,170,142,False,False,True
cust_38,2022-07-09,2022-05-20,31,Male,Suburban,Monthly,2022-04-21,90,38,84.03243583021572,1653.9515797428694,9,0,9,100,73,True,False,True
cust_39,2023-11-18,2023-04-26,64,Female,Suburban,Monthly,2023-04-09,36,38,25.77598628981389,2358.349795975745,4,7,21,59,43,True,False,False
cust_40,2023-07-17,2022-08-25,75,Female,Rural,Monthly,2023-10-03,62,8,95.78434079084673,4019.920174533124,8,0,22,322,347,True,False,False
cust_41,2023-07-21,2022-03-13,22,Male,Rural,Monthly,2022-04-03,28,22,41.65987257117777,3358.9910161843663,7,8,12,28,240,False,True,True
cust_42,2022-09-01,2023-10-29,75,Male,Suburban,Annual,2023-03-27,59,11,14.125608746559381,7913.349314266095,5,7,14,152,81,True,False,False
cust_43,2023-05-20,2022-07-09,53,Female,Rural,Monthly,2023-01-31,91,28,59.171445082716666,5255.179132630759,4,3,7,65,357,True,True,True
cust_44,2022-05-11,2022-09-25,49,Female,Suburban,Monthly,2023-07-05,33,37,99.66147040452663,5757.010270461355,4,9,19,238,65,False,False,False
cust_45,2023-04-30,2022-11-17,51,Male,Suburban,Annual,2023-04-24,0,38,89.92915489592944,5605.929344039001,4,3,6,4,277,False,False,False
cust_46,2023-10-09,2022-04-17,24,Female,Urban,Monthly,2022-11-12,47,21,27.860282611510247,3987.7505856229654,0,3,13,123,86,True,False,True
cust_47,2022-01-21,2022-08-20,59,Male,Suburban,Annual,2023-11-02,88,3,57.69865993783756,9804.832987864336,4,5,5,94,364,True,True,False
cust_48,2022-06-16,2022-02-11,65,Female,Suburban,Annual,2023-11-29,20,47,11.536765967681662,373.2877714549432,2,1,7,4,345,False,False,False
cust_49,2022-10-01,2023-12-03,27,Male,Rural,Annual,2022-12-19,33,6,46.18448043370894,2158.3777810977754,5,3,14,84,40,True,True,True
cust_50,2023-01-23,2022-05-19,67,Male,Urban,Monthly,2022-08-27,25,39,52.307006769118146,2846.546986550732,8,3,16,239,203,False,False,True
cust_51,2023-08-24,2023-09-07,34,Female,Rural,Annual,2022-04-14,35,7,31.527829833112854,8812.980666715099,2,7,4,48,348,False,False,True
cust_52,2022-11-12,2023-11-14,47,Male,Urban,Annual,2022-01-29,98,34,48.41870829370056,9188.69135804155,0,1,11,25,338,False,True,True
cust_53,2022-01-14,2022-09-30,38,Female,Rural,Annual,2022-03-30,22,8,91.99384581811736,8461.038198143962,7,7,12,326,225,False,False,True
cust_54,2022-08-30,2023-04-26,77,Female,Suburban,Monthly,2023-01-10,80,12,50.01376371797307,4169.509810736891,8,9,2,97,47,False,True,True
cust_55,2022-12-12,2023-02-20,30,Female,Urban,Monthly,2023-02-01,46,38,83.09903105675974,9146.238897401769,9,1,18,269,282,True,True,True
cust_56,2023-07-19,2023-05-21,18,Male,Urban,Monthly,2023-07-17,75,19,31.739042916343386,985.0809622189382,3,8,14,273,349,True,True,False
cust_57,2022-12-06,2023-02-28,18,Male,Urban,Monthly,2022-12-30,43,20,97.14042223724817,6524.3470028230495,9,8,17,312,228,False,False,True
cust_58,2022-04-02,2023-02-11,64,Male,Urban,Annual,2022-05-27,19,46,9.346323344518549,9372.237775815247,4,5,20,235,347,False,False,True
cust_59,2023-01-02,2023-07-22,50,Female,Rural,Annual,2022-11-10,26,18,58.558664684198924,7548.998400721014,2,9,19,208,197,True,True,True
cust_60,2023-03-31,2023-01-25,55,Male,Rural,Annual,2023-07-02,60,1,78.98877951668027,2778.671686022363,7,4,6,24,191,True,False,False
cust_61,2023-03-04,2022-12-08,42,Male,Urban,Monthly,2023-03-28,36,43,81.40409863102455,7175.058177679843,2,6,13,325,311,False,False,False
cust_62,2023-05-24,2023-09-06,43,Male,Urban,Annual,2023-05-21,83,39,19.82811107870419,2947.633695626637,3,7,23,132,69,False,False,False
cust_63,2022-02-04,2023-05-08,30,Male,Urban,Monthly,2023-05-01,51,29,40.16458886849862,1115.8211421007202,9,7,19,180,20,False,True,False
cust_64,2022-07-25,2022-07-11,76,Female,Rural,Monthly,2022-04-11,74,22,62.41961724641031,7172.215338337589,6,2,18,84,46,False,True,True
cust_65,2022-03-22,2023-05-14,45,Male,Urban,Monthly,2022-04-17,91,39,31.588270977241663,1792.2664371394658,1,2,23,245,315,True,False,True
cust_66,2023-07-16,2022-08-21,50,Female,Urban,Annual,2022-10-18,61,12,65.829601521348,1110.6493881569147,0,4,10,38,232,True,True,True
cust_67,2023-01-23,2022-08-15,54,Female,Urban,Annual,2022-12-15,65,32,37.87806713127026,5517.6005464848595,3,4,6,250,89,True,False,True
cust_68,2022-01-02,2023-01-06,58,Female,Rural,Monthly,2023-09-09,23,31,35.08663225852223,6206.252589308529,7,1,10,113,232,False,False,False
cust_69,2023-01-25,2022-05-19,47,Female,Suburban,Annual,2023-08-11,79,27,10.80681714904096,510.562844564254,0,4,7,266,272,True,False,False
cust_70,2023-07-20,2022-05-29,74,Male,Suburban,Monthly,2022-08-15,11,23,3.9252878853045736,44.688879991366946,9,0,23,101,252,False,False,True
cust_71,2022-04-16,2022-04-25,66,Male,Rural,Annual,2023-08-19,15,41,83.5273790012182,8820.703303931517,2,6,9,226,198,False,False,False
cust_72,2023-04-22,2023-03-26,65,Male,Suburban,Monthly,2023-08-11,35,27,48.95444921560742,1152.5256096304292,3,6,23,253,152,True,False,False
cust_73,2023-12-04,2022-03-04,25,Female,Urban,Monthly,2022-02-19,1,29,56.287313320900665,5838.980527996553,3,0,10,226,161,False,True,True
cust_74,2023-02-06,2022-04-14,66,Male,Urban,Monthly,2022-06-07,88,40,37.22210225284805,9535.462474208913,2,2,0,248,281,False,False,True
cust_75,2023-07-10,2023-10-30,64,Female,Rural,Annual,2022-11-24,61,28,13.674204547377045,5119.1011591042,2,7,19,280,5,True,True,True
cust_76,2022-06-11,2022-09-30,73,Male,Rural,Annual,2022-03-18,63,33,44.95719976912065,1397.9800917771036,6,8,9,157,9,False,True,True
cust_77,2022-07-21,2022-01-06,18,Male,Suburban,Annual,2023-09-25,28,21,22.89570780311687,3934.8450322211493,7,2,6,1,336,False,False,False
cust_78,2022-09-27,2022-05-27,29,Male,Suburban,Annual,2023-03-30,91,24,83.76830467772105,6240.421478444828,9,5,21,211,130,True,True,False
cust_79,2022-09-28,2022-07-03,22,Female,Urban,Annual,2022-11-06,73,13,98.67885380744899,7628.396370692056,3,5,2,35,314,False,False,True
cust_80,2023-04-01,2022-01-28,41,Male,Rural,Monthly,2022-11-23,86,9,88.90961354758056,6069.379945705305,7,5,18,36,111,False,True,True
cust_81,2023-04-07,2023-07-04,23,Female,Suburban,Annual,2023-05-23,95,9,52.82742659256304,343.1573450169789,7,4,3,257,79,True,False,False
cust_82,2022-09-09,2022-04-29,42,Female,Suburban,Monthly,2022-04-17,30,7,62.81317451820445,1431.028652649431,5,5,5,239,47,False,False,True
cust_83,2023-12-03,2022-10-20,18,Female,Urban,Annual,2022-08-29,82,13,94.81225427392383,3718.016887949935,0,5,0,363,150,True,True,True
cust_84,2022-10-23,2023-01-06,42,Male,Urban,Annual,2023-03-11,14,44,53.86819335887252,7057.136853259788,6,9,3,90,90,False,False,False
cust_85,2022-12-04,2022-09-01,18,Male,Urban,Annual,2022-01-28,54,37,63.85891232915506,5843.279749472045,6,5,6,95,132,False,False,True
cust_86,2022-02-22,2023-08-03,49,Female,Urban,Monthly,2023-12-05,32,31,62.92295037423282,446.94983597051043,4,7,10,186,183,True,True,False
cust_87,2022-08-05,2022-08-06,59,Female,Suburban,Annual,2022-09-06,80,44,70.81211518124651,7968.859076038882,5,5,5,259,228,True,False,True
cust_88,2022-07-07,2022-06-26,59,Female,Rural,Monthly,2022-12-30,51,31,64.02850995783189,6051.244313557643,8,2,4,218,75,False,True,True
cust_89,2023-01-15,2022-10-26,20,Female,Rural,Annual,2023-06-17,99,2,67.07053980555727,8871.500355009213,2,6,11,349,84,False,False,False
cust_90,2023-05-08,2023-11-07,66,Female,Urban,Monthly,2023-04-17,19,19,72.58944722327982,4176.530987650784,3,5,1,194,262,False,False,False
cust_91,2022-02-10,2022-02-27,36,Male,Urban,Monthly,2023-10-29,72,12,80.90992296679488,4902.017808375475,8,8,17,45,233,True,True,False
cust_92,2022-06-06,2022-09-26,77,Male,Suburban,Monthly,2023-06-23,37,22,40.30549692630041,4055.5076963541014,9,3,21,364,264,True,False,False
cust_93,2022-01-15,2022-11-04,60,Male,Urban,Monthly,2023-08-12,2,18,74.58339842605783,7224.545295090176,1,0,8,357,215,False,True,False
cust_94,2022-03-06,2023-07-24,46,Female,Rural,Annual,2023-02-17,53,15,10.02037591539623,7521.308558615672,8,5,13,64,344,True,True,True
cust_95,2023-06-05,2022-10-15,67,Female,Urban,Annual,2023-07-23,65,35,87.61881322415286,7232.423940479092,4,8,11,226,173,False,True,False
cust_96,2022-12-10,2022-04-15,19,Male,Rural,Monthly,2023-09-23,17,34,29.004430790919177,2915.992998543375,2,7,8,55,36,True,False,False
cust_97,2022-05-09,2022-08-16,26,Male,Urban,Annual,2022-06-14,86,46,40.346031408728365,6360.315370431531,7,1,0,203,16,False,True,True
cust_98,2023-10-10,2022-09-04,73,Female,Urban,Monthly,2023-07-30,82,46,80.36104126575084,3385.2816614384406,8,2,6,34,296,True,True,False
cust_99,2023-04-17,2023-12-01,34,Female,Rural,Annual,2022-02-17,6,49,63.69870380910058,8342.00411864384,0,7,6,118,319,True,False,True
cust_100,2022-03-04,2023-05-09,77,Female,Suburban,Annual,2023-10-24,34,6,30.86279898511681,551.1616229127247,4,8,9,237,338,False,True,False
cust_101,2022-05-19,2022-03-24,63,Male,Suburban,Annual,2023-04-29,83,36,22.53991111246403,377.20752692442574,8,7,1,100,312,False,False,False
cust_102,2023-05-14,2022-07-05,53,Female,Urban,Monthly,2022-06-07,83,7,95.77144487105899,1017.084245425931,1,9,3,278,44,False,True,True
cust_103,2023-08-16,2022-09-09,78,Female,Urban,Annual,2023-10-30,82,24,8.777636103158681,2023.6319446318973,0,0,7,224,72,False,False,False
cust_104,2023-01-27,2022-12-21,34,Female,Rural,Monthly,2022-05-31,79,22,0.4335108609341276,376.3535908493398,7,2,21,333,364,True,False,True
cust_105,2023-11-06,2023-11-27,66,Male,Rural,Annual,2022-08-13,84,9,67.29349022863504,716.1668921134701,5,7,13,43,108,True,False,True
cust_106,2023-02-23,2022-07-29,29,Female,Urban,Monthly,2022-09-17,92,29,61.44744270825184,3060.564927346473,1,0,12,0,346,False,False,True
cust_107,2022-10-16,2023-09-01,77,Male,Rural,Annual,2023-01-22,59,32,73.76139629517839,997.9068178525574,2,6,15,218,342,True,False,True
cust_108,2023-01-14,2023-03-23,37,Female,Suburban,Monthly,2022-09-13,23,10,73.16338316090469,8020.7377667479095,4,3,6,215,137,False,False,True
cust_109,2023-05-05,2023-04-05,67,Female,Suburban,Monthly,2022-03-02,92,34,86.32591272660231,538.6738896063071,0,6,9,139,181,True,True,True
cust_110,2022-08-19,2023-04-17,20,Male,Rural,Monthly,2023-01-31,94,26,92.21085904084568,9079.29446885436,1,3,10,275,299,True,True,True
cust_111,2022-02-10,2023-01-05,60,Female,Rural,Annual,2023-02-01,38,2,77.5024588257886,8708.39543940974,0,7,10,111,303,False,False,True
cust_112,2022-01-28,2023-05-07,74,Male,Rural,Monthly,2022-06-11,11,46,23.229280162209676,2083.8436588064,6,5,5,242,326,False,True,True
cust_113,2022-05-15,2022-05-17,67,Female,Suburban,Annual,2023-01-15,93,48,46.34961782989742,715.2705276920713,6,9,11,353,1,False,False,True
cust_114,2022-07-20,2023-01-02,21,Male,Urban,Monthly,2023-03-19,52,49,64.1715240655889,1055.350451557231,9,9,9,5,79,False,True,False
cust_115,2022-02-02,2022-07-03,34,Female,Rural,Monthly,2022-12-15,63,7,53.9365268844742,5590.882366642932,4,7,8,276,117,False,False,True
cust_116,2022-02-17,2023-08-11,67,Male,Rural,Monthly,2022-01-31,3,12,15.889751243462468,6009.157399848782,9,0,21,102,261,False,True,True
cust_117,2023-05-18,2022-10-14,54,Male,Rural,Annual,2022-03-12,93,41,58.92730306240457,3155.8278607580246,5,8,5,300,79,True,True,True
cust_118,2023-02-11,2023-04-17,63,Female,Urban,Annual,2023-02-01,4,2,88.65286494339756,2968.3366829680067,2,8,8,69,88,True,False,True
cust_119,2023-07-28,2023-01-10,59,Male,Rural,Annual,2023-03-14,15,19,41.851722326509766,5315.012684863851,1,5,2,360,44,True,True,False
cust_120,2022-04-09,2023-10-16,32,Female,Rural,Annual,2022-01-02,26,45,66.89328244354034,3056.2804406718933,9,8,6,186,265,False,False,True
cust_121,2023-11-15,2023-06-21,50,Male,Suburban,Annual,2023-07-16,3,44,61.59342862763382,9343.19494588617,8,5,2,157,243,True,False,False
cust_122,2023-07-01,2023-05-26,33,Female,Rural,Annual,2022-05-15,71,34,37.70431368545161,3826.317789030896,1,5,19,137,287,False,True,True
cust_123,2023-09-05,2023-08-02,28,Female,Suburban,Annual,2022-05-26,47,12,56.52712071472329,2198.1374877452986,0,3,7,330,1,True,True,True
cust_124,2023-04-07,2022-09-07,72,Female,Urban,Monthly,2022-06-28,7,19,21.0212033898861,1459.648465369794,8,2,21,256,276,False,True,True
cust_125,2023-10-05,2023-05-25,37,Female,Rural,Monthly,2022-09-21,80,23,54.61072586951875,6317.081933927544,7,2,21,82,245,True,False,True
cust_126,2022-01-05,2023-09-22,55,Male,Rural,Annual,2022-11-07,45,8,79.88295904903792,3266.6161596461584,7,1,7,73,225,True,True,True
cust_127,2022-08-06,2022-03-14,41,Female,Suburban,Annual,2022-07-23,43,29,75.89477695912663,1887.948325847747,6,3,12,13,348,False,True,True
cust_128,2023-05-18,2022-10-09,78,Female,Urban,Annual,2023-11-30,66,24,35.79545498070716,2758.1552463499324,8,8,1,130,233,False,True,False
cust_129,2023-02-02,2022-12-26,71,Female,Urban,Annual,2022-01-30,90,15,11.208521590650877,3078.8157306045305,2,6,13,195,120,False,True,True
cust_130,2023-01-28,2022-01-10,33,Female,Suburban,Annual,2022-02-28,51,7,79.99425650398659,6258.334709604587,7,2,4,167,22,False,True,True
cust_131,2022-07-26,2022-07-30,47,Female,Urban,Monthly,2022-01-09,33,43,26.50390894945228,1746.8150025503048,0,7,12,211,199,True,True,True
cust_132,2022-01-15,2022-06-01,51,Male,Urban,Annual,2022-11-20,61,27,5.304376721206772,7328.037651157224,0,8,22,206,235,False,False,True
cust_133,2023-07-08,2022-01-05,18,Female,Urban,Annual,2022-06-16,20,11,44.51929602160028,3048.8226807932006,5,0,12,134,35,False,True,True
cust_134,2023-04-06,2022-07-14,41,Male,Urban,Annual,2022-12-03,23,23,73.94705295465475,4883.095906317802,7,0,18,107,13,False,False,True
cust_135,2023-11-22,2022-10-10,41,Male,Urban,Monthly,2023-01-14,43,48,80.84933404891876,6548.390098671014,7,8,23,258,14,True,False,True
cust_136,2023-07-29,2023-04-09,26,Female,Urban,Monthly,2023-12-04,40,28,98.22021492219339,5436.2010719476975,9,8,2,118,244,False,True,False
cust_137,2022-08-29,2022-04-23,39,Female,Urban,Monthly,2022-08-30,28,14,18.940768403012353,6622.335419549723,0,6,13,218,290,False,False,True
cust_138,2023-07-18,2022-09-28,29,Male,Urban,Monthly,2023-10-28,5,17,29.379485046053276,3225.9550383501255,0,2,3,164,119,True,True,False
cust_139,2022-04-06,2022-06-12,34,Male,Rural,Annual,2022-06-09,55,6,60.94904984794972,9634.499192650002,8,3,9,348,21,False,False,True
cust_140,2023-04-30,2023-04-05,79,Male,Suburban,Monthly,2022-08-23,13,12,81.13436971160249,4589.897216089344,8,6,5,153,174,False,True,True
cust_141,2023-02-11,2022-04-15,42,Female,Urban,Monthly,2023-03-29,49,18,23.407502124249234,3219.336097983846,6,8,5,346,291,False,False,False
cust_142,2022-08-19,2023-11-24,45,Male,Suburban,Monthly,2022-07-18,77,47,40.99144503737592,2963.9396123760607,0,7,1,24,270,True,True,True
cust_143,2023-10-17,2023-07-10,78,Male,Urban,Monthly,2023-04-22,51,42,40.84006684524921,426.9496965664821,9,7,1,42,120,False,True,False
cust_144,2022-06-20,2022-10-09,32,Female,Urban,Monthly,2022-02-02,87,4,77.29367330983212,6848.058690224149,1,0,18,114,95,False,True,True
cust_145,2023-06-25,2023-11-18,47,Male,Rural,Annual,2023-02-12,76,25,24.09322056789214,2625.152771439705,7,5,2,349,185,True,False,True
cust_146,2022-02-05,2022-06-11,68,Female,Suburban,Monthly,2022-03-30,0,1,96.87585546959276,9589.302063225767,7,5,19,43,168,True,True,True
cust_147,2023-06-09,2022-12-17,44,Male,Suburban,Monthly,2023-08-30,11,32,51.04638126354624,2104.447453767917,4,4,3,211,355,True,False,False
cust_148,2022-06-09,2023-03-10,39,Female,Rural,Monthly,2022-08-09,23,47,28.206683660531407,5294.911936853707,1,0,3,284,344,True,True,True
cust_149,2023-11-30,2022-05-20,27,Male,Rural,Annual,2022-03-10,36,36,28.428405971848658,7354.7069983442425,2,2,10,237,236,False,True,True
cust_150,2022-08-31,2023-04-16,78,Female,Suburban,Annual,2022-10-21,83,24,1.8299986703970483,8701.152948210074,4,3,2,225,329,False,False,True
cust_151,2022-03-27,2022-05-12,75,Female,Urban,Annual,2022-08-25,69,24,69.243089075629,1564.6089282222642,2,9,16,217,231,True,True,True
cust_152,2023-08-01,2022-03-28,48,Male,Urban,Annual,2022-06-09,75,38,77.59483026755977,9854.015404970332,9,6,8,346,25,True,False,True
cust_153,2023-11-13,2023-11-19,44,Female,Suburban,Annual,2022-10-17,84,29,3.242777292368959,9067.48985317682,0,4,13,245,253,False,True,True
cust_154,2023-07-11,2022-07-02,29,Male,Urban,Annual,2023-07-08,2,40,58.59345391309533,9628.497662275322,5,1,1,312,29,True,False,False
cust_155,2023-07-28,2023-01-03,63,Female,Rural,Annual,2023-08-01,26,3,78.16726677704219,8526.707595416396,4,2,13,363,358,True,False,False
cust_156,2023-10-08,2022-05-09,48,Female,Rural,Annual,2023-06-17,52,18,37.62400483910022,8776.692280335647,2,0,2,136,286,False,True,False
cust_157,2022-01-28,2022-09-03,49,Female,Rural,Monthly,2022-12-01,99,26,43.274158285468964,5988.28915913163,8,5,1,277,108,True,True,True
cust_158,2023-09-12,2023-08-24,49,Female,Suburban,Monthly,2023-08-05,16,46,36.16248999121402,8453.100631173824,9,7,21,69,337,False,False,False
cust_159,2023-07-10,2023-08-01,58,Female,Suburban,Annual,2023-05-17,14,38,31.565071856647396,5340.133578632971,7,3,21,5,257,False,True,False
cust_160,2022-12-06,2023-11-01,76,Female,Suburban,Monthly,2022-09-03,38,23,49.114172365192076,5382.1717061316485,6,1,0,154,333,True,False,True
cust_161,2022-11-27,2023-01-13,62,Female,Urban,Annual,2022-11-19,3,49,16.610066013322456,5625.800919009926,1,3,3,255,230,True,False,True
cust_162,2023-10-02,2022-05-29,52,Male,Suburban,Monthly,2023-09-03,16,36,44.0687681231859,9963.179249030534,9,9,9,121,147,True,True,False
cust_163,2023-05-21,2023-03-09,70,Male,Suburban,Monthly,2022-11-25,10,24,94.18251242722054,1043.948401376229,4,3,14,117,33,False,False,True
cust_164,2022-12-14,2023-09-20,78,Female,Rural,Annual,2023-07-01,11,28,2.7402097797213254,8056.099784958198,4,4,20,307,59,True,False,False
cust_165,2023-04-18,2023-04-14,63,Female,Urban,Monthly,2022-12-05,31,30,16.474341585302877,2733.1252312216757,5,2,11,325,289,True,False,True
cust_166,2022-08-19,2023-03-22,38,Female,Urban,Annual,2022-06-20,26,44,77.7702390646421,3612.2708259774226,5,8,5,208,164,False,True,True
cust_167,2022-07-09,2023-04-26,27,Male,Rural,Annual,2022-04-20,43,34,13.205708991371168,805.3325730602801,2,6,20,348,194,False,True,True
cust_168,2022-08-13,2022-10-21,33,Female,Urban,Monthly,2022-01-10,42,27,27.128089950274546,3515.7378138406957,3,8,2,80,126,True,True,True
cust_169,2023-01-20,2022-05-23,24,Male,Suburban,Annual,2022-07-21,90,37,45.48389240443558,9907.626971367083,0,6,2,329,224,False,True,True
cust_170,2023-01-12,2022-09-07,21,Female,Urban,Monthly,2022-09-14,48,43,94.31622576411046,3970.692618280355,0,9,18,106,274,False,False,True
cust_171,2022-10-10,2022-10-29,44,Female,Rural,Monthly,2022-09-19,92,49,18.350118730356947,6696.879199722466,4,3,21,135,222,True,True,True
cust_172,2023-09-25,2022-01-25,69,Female,Urban,Annual,2023-11-24,72,49,92.30845940043164,1207.1318816153787,3,4,19,13,51,False,True,False
cust_173,2023-09-20,2022-03-11,72,Female,Rural,Annual,2023-03-06,42,3,71.85245127128526,9224.97209748677,6,6,3,30,43,True,True,True
cust_174,2022-09-16,2023-09-17,42,Female,Suburban,Annual,2023-05-22,2,27,67.11449117431721,8277.453799467987,6,5,18,178,85,False,True,False
cust_175,2022-12-25,2022-04-22,48,Male,Suburban,Annual,2022-03-07,28,30,72.35425240500321,3862.9430419694654,3,8,13,93,154,True,True,True
cust_176,2023-04-01,2022-12-30,28,Female,Rural,Annual,2023-11-04,84,22,3.1246618969337447,3484.6333267276555,9,2,3,81,37,True,False,False
cust_177,2023-02-15,2022-10-30,65,Male,Suburban,Monthly,2023-08-02,34,13,9.890026106951932,4322.670035135114,1,7,7,179,91,True,True,False
cust_178,2023-10-11,2023-04-16,37,Male,Suburban,Annual,2023-09-04,47,27,33.48415287402284,4012.5818285449864,9,9,18,248,148,False,True,False
cust_179,2022-11-14,2022-04-01,53,Female,Urban,Monthly,2023-08-12,73,13,7.396753314867766,2580.5080474789133,3,3,18,240,12,False,True,False
